ISIN,Security/Scheme Name,Price/NAV,Segment,NSE Symbol,Instrument Type,Token ID,Scheme Type
INF109K01456,ICICI Prudential Large & Mid Cap Fund - Institutional Option - I,,,,Mutual Fund,,Equity
INF109K01449,ICICI Prudential Large & Mid Cap Fund - IDCW,,,,Mutual Fund,,Equity
INF109K01613,ICICI Prudential Multicap Fund - Growth,,,,Mutual Fund,,Equity
INF109K01639,ICICI Prudential Multicap Fund - Institutional Option - I,,,,Mutual Fund,,Equity
INF109K01621,ICICI Prudential Multicap Fund - IDCW,,,,Mutual Fund,,Equity
INF109K01EQ7,ICICI Prudential Large & Mid Cap Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF109K017W5,ICICI Prudential Balanced Advantage Fund - Monthly IDCW,,,,Mutual Fund,,Equity
INF109K018W3,ICICI Prudential Balanced Advantage Fund - Monthly IDCW Payout,,,,Mutual Fund,,Equity
INF109KA14I5,ICICI Prudential Equity Savings Fund Cumulative,,,,Mutual Fund,,Equity
INF109KC1D77,ICICI Prudential MNC Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1D85,ICICI Prudential MNC Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1LG4,ICICI Prudential Manufacturing Fund Growth,,,,Mutual Fund,,Equity
INF109KC1LH2,ICICI Prudential Manufacturing Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1LI0,ICICI Prudential Manufacturing Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1RE6,ICICI Prudential India Opportunities Fund Growth,,,,Mutual Fund,,Equity
INF109KC1RF3,ICICI Prudential India Opportunities Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1RG1,ICICI Prudential India Opportunities Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1D69,ICICI Prudential MNC Fund Growth,,,,Mutual Fund,,Equity
INF109KC1F67,ICICI Prudential Commodities Fund Growth,,,,Mutual Fund,,Equity
INF109KC1F75,ICICI Prudential Commodities Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1F83,ICICI Prudential Commodities Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1I15,ICICI Prudential India Equity FOF Growth,,,,Mutual Fund,,Equity
INF109KC1I23,ICICI Prudential India Equity FOF IDCW,,,,Mutual Fund,,Equity
INF109KC1I31,ICICI Prudential India Equity FOF IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1N75,ICICI Prudential ESG Fund Growth,,,,Mutual Fund,,Equity
INF109KC1N83,ICICI Prudential ESG Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1N91,ICICI Prudential ESG Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1O33,ICICI Prudential Quant Fund Growth,,,,Mutual Fund,,Equity
INF109KC1O41,ICICI Prudential Quant Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1O58,ICICI Prudential Quant Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1O90,ICICI Prudential Business Cycle Fund Growth,,,,Mutual Fund,,Equity
INF109KC1P08,ICICI Prudential Business Cycle Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1P16,ICICI Prudential Business Cycle Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1P57,ICICI Prudential Nifty Low Vol 30 ETF FOF Growth,,,,Mutual Fund,,Equity
INF109KC1P65,ICICI Prudential Nifty Low Vol 30 ETF FOF IDCW,,,,Mutual Fund,,Equity
INF109KC1P73,ICICI Prudential Nifty Low Vol 30 ETF FOF IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1Q80,ICICI Prudential Flexicap Fund Growth,,,,Mutual Fund,,Equity
INF109KC1Q98,ICICI Prudential Flexicap Fund IDCW,,,,Mutual Fund,,Equity
INF109KC1R06,ICICI Prudential Flexicap Fund IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1V67,ICICI Prudential S&P BSE 500 ETF FOF Growth,,,,Mutual Fund,,Equity
INF109KC1V83,ICICI Prudential S&P BSE 500 ETF FOF IDCW,,,,Mutual Fund,,Equity
INF109KC1V75,ICICI Prudential S&P BSE 500 ETF FOF IDCW Payout,,,,Mutual Fund,,Equity
INF109KC17B9,ICICI Prudential Housing Opportunities Fund - Growth,,,,Mutual Fund,,Equity
INF109KC1FW3,ICICI Prudential BHARAT 22 FOF,,,,Mutual Fund,,Equity
INF109KC1FX1,ICICI Prudential BHARAT 22 FOF - Direct Plan,,,,Mutual Fund,,Equity
INF109K019N0,ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF109K014O9,ICICI Prudential Multicap Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF109K013O1,ICICI Prudential Multicap Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF109K015W9,ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Equity
INF109K016W7,ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Equity
INF109KA14J3,ICICI Prudential Equity Savings Fund Direct Plan Half Yearly IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1LJ8,ICICI Prudential Manufacturing Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1LK6,ICICI Prudential Manufacturing Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1LL4,ICICI Prudential Manufacturing Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1RH9,ICICI Prudential India Opportunities Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1RI7,ICICI Prudential India Opportunities Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1RJ5,ICICI Prudential India Opportunities Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1D93,ICICI Prudential MNC Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1F91,ICICI Prudential Commodities Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1G09,ICICI Prudential Commodities Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1G17,ICICI Prudential Commodities Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1I49,ICICI Prudential India Equity FOF Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1I56,ICICI Prudential India Equity FOF Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1I64,ICICI Prudential India Equity FOF Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1O09,ICICI Prudential ESG Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1O17,ICICI Prudential ESG Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1O25,ICICI Prudential ESG Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1O66,ICICI Prudential Quant Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1O74,ICICI Prudential Quant Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1O82,ICICI Prudential Quant Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1P24,ICICI Prudential Business Cycle Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1P32,ICICI Prudential Business Cycle Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1P40,ICICI Prudential Business Cycle Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1P81,ICICI Prudential Nifty Low Vol 30 ETF FOF Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1P99,ICICI Prudential Nifty Low Vol 30 ETF FOF Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1Q07,ICICI Prudential Nifty Low Vol 30 ETF FOF Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1R14,ICICI Prudential Flexicap Fund Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1R22,ICICI Prudential Flexicap Fund Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1R30,ICICI Prudential Flexicap Fund Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC1V91,ICICI Prudential S&P BSE 500 ETF FOF Direct Plan Growth,,,,Mutual Fund,,Equity
INF109KC1W17,ICICI Prudential S&P BSE 500 ETF FOF Direct Plan IDCW,,,,Mutual Fund,,Equity
INF109KC1W09,ICICI Prudential S&P BSE 500 ETF FOF Direct Plan IDCW Payout,,,,Mutual Fund,,Equity
INF109KC11C0,ICICI Prudential Housing Opportunities Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF109K01795,ICICI Prudential Passive Strategy Fund (FOF) - Growth,,,,Mutual Fund,,Equity
INF109K01803,ICICI Prudential Passive Strategy Fund (FOF) - IDCW,,,,Mutual Fund,,Equity
INF109K01BG4,ICICI Prudential Balanced Advantage Fund - IDCW,,,,Mutual Fund,,Equity
INF109K01BH2,ICICI Prudential Balanced Advantage Fund - Growth,,,,Mutual Fund,,Equity
INF109K01EG8,ICICI Prudential Balanced Advantage Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF109K01BA7,ICICI Prudential Exports and Services - IDCW,,,,Mutual Fund,,Equity
INF109K01BB5,ICICI Prudential Exports and Services - Growth,,,,Mutual Fund,,Equity
INF194K01524,IDFC Core Equity Fund-Growth-(Regular Plan),,,,Mutual Fund,,Equity
INF194K01532,IDFC Core Equity Fund-IDCW-(Regular Plan),,,,Mutual Fund,,Equity
INF194K01540,IDFC Core Equity Fund-IDCW-(Regular Plan)-Reinv-Exch,,,,Mutual Fund,,Equity
INF194K01391,IDFC Flexi Cap Fund-Growth-(Regular Plan),,,,Mutual Fund,,Equity
INF194K01409,IDFC Flexi Cap Fund-IDCW-(Regular Plan),,,,Mutual Fund,,Equity
INF194K01581,IDFC Equity Savings Fund-Growth-(Regular Plan),,,,Mutual Fund,,Equity
INF194K01599,IDFC Equity Savings Fund-Monthly IDCW-(Regular Plan),,,,Mutual Fund,,Equity
INF194KB1CI6,IDFC Multi Cap Fund Regular Plan-Growth,,,,Mutual Fund,,Equity
INF194KB1CJ4,IDFC Multi Cap Fund Regular Plan-IDCW,,,,Mutual Fund,,Equity
INF194KB1CK2,IDFC Multi Cap Fund Regular Plan-IDCW (Reinvestment),,,,Mutual Fund,,Equity
INF194K01V89,IDFC Core Equity Fund-Growth-(Direct Plan),,,,Mutual Fund,,Equity
INF194K01V97,IDFC Core Equity Fund-IDCW-(Direct Plan),,,,Mutual Fund,,Equity
INF194KA1UI9,IDFC Balanced Advantage Fund Direct Plan-IDCW (Formerly known as IDFC Dynamic Equity Fund),,,,Mutual Fund,,Equity
INF194KB1CL0,IDFC Multi Cap Fund Direct Plan-Growth,,,,Mutual Fund,,Equity
INF194KB1CM8,IDFC Multi Cap Fund Direct Plan-IDCW,,,,Mutual Fund,,Equity
INF194KB1CN6,IDFC Multi Cap Fund Direct Plan-IDCW (Reinvestment),,,,Mutual Fund,,Equity
INF579M01AF8,IIFL Quant Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF174K01187,Kotak Equity Opportunities Fund - Growth (Regular Plan) (Erstwhile Kotak Opportunities),,,,Mutual Fund,,Equity
INF174KA1HS9,Kotak Multicap Fund Regular Plan - Growth,,,,Mutual Fund,,Equity
INF174KA1HV3,Kotak Multicap Fund Direct Plan - Growth,,,,Mutual Fund,,Equity
INF174KA1HU5,Kotak Multicap Fund Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF174KA1HX9,Kotak Multicap Fund Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF174KA1HW1,Kotak Multicap Fund Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF174KA1HT7,Kotak Multicap Fund Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF174K01195,Kotak Equity Opportunities Fund-IDCW (Regular Plan) (Erstwhile Kotak Opportunities),,,,Mutual Fund,,Equity
INF174K01203,Kotak Equity Opportunities Fund - IDCW (Regular Plan) (Erstwhile Kotak Opportunities),,,,Mutual Fund,,Equity
INF174K01245,Kotak India EQ Contra Fund - Growth (Regular Plan) ( Erstwhile Kotak Classic Equity),,,,Mutual Fund,,Equity
INF174K01252,Kotak India EQ Contra Fund-IDCW (Regular Plan) ( Erstwhile Kotak Classic Equity),,,,Mutual Fund,,Equity
INF174K01260,Kotak India EQ Contra Fund - IDCW (Regular Plan) ( Erstwhile Kotak Classic Equity),,,,Mutual Fund,,Equity
INF174K01336,Kotak Flexicap Fund - Growth (Regular Plan) (Erstwhile Kotak Standard Multicap Fund - Gr),,,,Mutual Fund,,Equity
INF174K01344,Kotak Flexicap Fund-IDCW (Regular Plan) (Erstwhile Kotak Standard Multicap Fund - IDCW),,,,Mutual Fund,,Equity
INF174K01351,Kotak Flexicap Fund - IDCW (Regular Plan) (Erstwhile Kotak Standard Multicap Fund Reg IDCW),,,,Mutual Fund,,Equity
INF174KA1IC1,Kotak Manufacture in India Fund Regular Plan - Growth,,,,Mutual Fund,,Equity
INF174KA1IF4,Kotak Manufacture in India Fund Direct Plan - Growth,,,,Mutual Fund,,Equity
INF174KA1IE7,Kotak Manufacture in India Fund Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF174KA1IH0,Kotak Manufacture in India Fund Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF174KA1IG2,Kotak Manufacture in India Fund Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF174KA1ID9,Kotak Manufacture in India Fund Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF174K01C78,Kotak Equity Savings Fund - Growth (Regular Plan),,,,Mutual Fund,,Equity
INF174K01D28,Kotak Equity Savings Fund Direct - Growth,,,,Mutual Fund,,Equity
INF174K01D02,Kotak Equity Savings Fund - Regular Plan IDCW,,,,Mutual Fund,,Equity
INF174K01D51,Kotak Equity Savings Fund - Direct Plan IDCW,,,,Mutual Fund,,Equity
INF174K01D36,Kotak Equity Savings Fund - Direct Plan Payout IDCW,,,,Mutual Fund,,Equity
INF174K01C86,Kotak Equity Savings Fund - Regular Plan Payout IDCW,,,,Mutual Fund,,Equity
INF174K01D10,Kotak Equity Savings Fund - Quarterly- IDCW(Regular Plan),,,,Mutual Fund,,Equity
INF174K01D69,Kotak Equity Savings Fund Direct - Quarterly - IDCW,,,,Mutual Fund,,Equity
INF174K01D44,Kotak Equity Savings Fund Direct - Quarterly IDCW,,,,Mutual Fund,,Equity
INF174K01C94,Kotak Equity Savings Fund?- Quarterly IDCW (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1186,Kotak Balanced Advantage Fund Growth (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1178,Kotak Balanced Advantage Fund - IDCW(Regular Plan),,,,Mutual Fund,,Equity
INF174KA1194,Kotak Balanced Advantage Fund Direct - IDCW,,,,Mutual Fund,,Equity
INF174KA1160,Kotak Balanced Advantage Fund IDCW (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1EW8,Kotak Pioneer Fund Growth (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1EZ1,Kotak Pioneer Fund Direct - Growth,,,,Mutual Fund,,Equity
INF174KA1EV0,Kotak Pioneer Fund- IDCW(Regular Plan),,,,Mutual Fund,,Equity
INF174KA1EY4,Kotak Pioneer Fund Direct - IDCW,,,,Mutual Fund,,Equity
INF174KA1EX6,Kotak Pioneer Fund Direct - IDCW,,,,Mutual Fund,,Equity
INF174KA1EU2,Kotak Pioneer Fund IDCW (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1FF0,Kotak ESG Opportunities Fund Growth (Regular Plan),,,,Mutual Fund,,Equity
INF174KA1FI4,Kotak ESG Opportunities Fund Direct - Growth,,,,Mutual Fund,,Equity
INF174KA1FG8,Kotak ESG Opportunities Fund- IDCW(Regular Plan),,,,Mutual Fund,,Equity
INF174KA1FJ2,Kotak ESG Opportunities Fund Direct - IDCW,,,,Mutual Fund,,Equity
INF174KA1FH6,Kotak ESG Opportunities Fund Direct - IDCW,,,,Mutual Fund,,Equity
INF174KA1FE3,Kotak ESG Opportunities Fund IDCW (Regular Plan),,,,Mutual Fund,,Equity
INF917K01E37,L&T Equity Savings Fund Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Equity
INF917K01AA5,L&T Equity Savings Fund - Growth,,,,Mutual Fund,,Equity
INF917K01KX6,L&T Balanced Advantage Fund - IDCW,,,,Mutual Fund,,Equity
INF917K01KY4,L&T Balanced Advantage Fund - Growth,,,,Mutual Fund,,Equity
INF917K01KW8,L&T Balanced Advantage Fund - IDCW - Payout,,,,Mutual Fund,,Equity
INF677K01056,L&T Flexicap Fund - IDCW,,,,Mutual Fund,,Equity
INF677K01031,L&T Flexicap Fund - Growth,,,,Mutual Fund,,Equity
INF677K01049,L&T Flexicap Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF677K01114,L&T Large and MidCap Fund - IDCW,,,,Mutual Fund,,Equity
INF677K01098,L&T Large and MidCap Fund - Growth,,,,Mutual Fund,,Equity
INF677K01106,L&T Large and MidCap Fund - IDCW Payout,,,,Mutual Fund,,Equity
INF917K01RJ0,L&T Business Cycles Fund Direct IDCW,,,,Mutual Fund,,Equity
INF917K01RI2,L&T Business Cycles Fund Direct Growth,,,,Mutual Fund,,Equity
INF917K01RK8,L&T Business Cycles Fund Direct IDCW Payout,,,,Mutual Fund,,Equity
INF917K01RG6,L&T Business Cycles Fund IDCW,,,,Mutual Fund,,Equity
INF917K01RF8,L&T Business Cycles Fund Growth,,,,Mutual Fund,,Equity
INF917K01RH4,L&T Business Cycles Fund IDCW Payout,,,,Mutual Fund,,Equity
INF174V01BE0,Mahindra Manulife Balanced Advantage Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01BF7,Mahindra Manulife Balanced Advantage Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01BD2,Mahindra Manulife Balanced Advantage Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01BB6,Mahindra Manulife Balanced Advantage Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01BC4,Mahindra Manulife Balanced Advantage Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01358,Mahindra Manulife Multi Cap Badhat Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF174V01341,Mahindra Manulife Multi Cap Badhat Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01366,Mahindra Manulife Multi Cap Badhat Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01325,Mahindra Manulife Multi Cap Badhat Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01317,Mahindra Manulife Multi Cap Badhat Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01333,Mahindra Manulife Multi Cap Badhat Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01200,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF174V01184,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01192,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01176,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01150,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01168,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01AT0,Mahindra Manulife Flexi Cap Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF174V01AS2,Mahindra Manulife Flexi Cap Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01AU8,Mahindra Manulife Flexi Cap Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01AQ6,Mahindra Manulife Flexi Cap Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01AP8,Mahindra Manulife Flexi Cap Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01AR4,Mahindra Manulife Flexi Cap Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01952,Mahindra Manulife Top 250 Nivesh Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF174V01945,Mahindra Manulife Top 250 Nivesh Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01960,Mahindra Manulife Top 250 Nivesh Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01929,Mahindra Manulife Top 250 Nivesh Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01911,Mahindra Manulife Top 250 Nivesh Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01937,Mahindra Manulife Top 250 Nivesh Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01671,Mahindra Manulife Rural Bharat and Consumption Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF174V01663,Mahindra Manulife Rural Bharat and Consumption Yojana - Direct - Growth,,,,Mutual Fund,,Equity
INF174V01689,Mahindra Manulife Rural Bharat and Consumption Yojana - Direct - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01648,Mahindra Manulife Rural Bharat and Consumption Yojana - Regular - IDCW,,,,Mutual Fund,,Equity
INF174V01630,Mahindra Manulife Rural Bharat and Consumption Yojana - Regular - Growth,,,,Mutual Fund,,Equity
INF174V01655,Mahindra Manulife Rural Bharat and Consumption Yojana - Regular - IDCW Payout,,,,Mutual Fund,,Equity
INF174V01BG5,Mahindra Manulife Balanced Advantage Yojana - Direct - IDCW,,,,Mutual Fund,,Equity
INF879O01019,Parag Parikh Flexi Cap Fund - Regular Plan,,,,Mutual Fund,,Equity
INF879O01027,Parag Parikh Flexi Cap Fund - Direct Plan,,,,Mutual Fund,,Equity
INF200K01354,SBI Contra Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01347,SBI Contra Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01362,SBI Contra Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF200K01321,SBI Magnum Comma Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01313,SBI Magnum Comma Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01339,SBI Magnum Comma Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF200K01248,SBI Flexicap Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01230,SBI Flexicap Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01222,SBI Flexicap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF200K01BE6,SBI PSU Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01BD8,SBI PSU Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01BC0,SBI PSU Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF200KA1DA4,SBI Equity Savings Fund - Regular Plan-Growth,,,,Mutual Fund,,Equity
INF200KA1DB2,SBI Equity Savings Fund - Regular Plan - Monthly IDCW Payout,,,,Mutual Fund,,Equity
INF200KA1DC0,SBI Equity Savings Fund - Regular Plan - Monthly IDCW,,,,Mutual Fund,,Equity
INF200KA1DE6,SBI Equity Savings Fund - Regular Plan - Quarterly IDCW,,,,Mutual Fund,,Equity
INF200KA1DD8,SBI Equity Savings Fund - Regular Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Equity
INF200KA1A63,SBI Equity Minimum Variance Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200KA1A55,SBI Equity Minimum Variance Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200KA1A48,SBI Equity Minimum Variance Fund - Regular Plan Growth,,,,Mutual Fund,,Equity
INF200KA1Y65,SBI Balanced Advantage Fund - Regular Plan - IDCW,,,,Mutual Fund,,Equity
INF200KA1Y57,SBI Balanced Advantage Fund - Regular Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200KA1Y40,SBI Balanced Advantage Fund - Regular Growth,,,,Mutual Fund,,Equity
INF200KA15E8,SBI Multicap Fund - Regular Plan - Growth,,,,Mutual Fund,,Equity
INF200K01UI7,SBI Large & Midcap Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01UH9,SBI Large & Midcap Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200K01UJ5,SBI Large & Midcap Fund Direct Growth,,,,Mutual Fund,,Equity
INF200K01UF3,SBI Flexicap Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01UG1,SBI Flexicap Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF200K01UX6,SBI PSU Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF200K01UY4,SBI PSU Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
INF200K01UW8,SBI PSU Fund - Direct Plan - IDCW Payout,,,,Mutual Fund,,Equity
INF200KA1DF3,SBI Equity Savings Fund - Direct Plan-Growth,,,,Mutual Fund,,Equity
INF200KA1DH9,SBI Equity Savings Fund - Direct Plan - Monthly IDCW,,,,Mutual Fund,,Equity
INF200KA1DG1,SBI Equity Savings Fund - Direct Plan - Monthly IDCW Payout,,,,Mutual Fund,,Equity
INF200KA1DJ5,SBI Equity Savings Fund - Direct Plan - Quarterly IDCW,,,,Mutual Fund,,Equity
INF200KA1DI7,SBI Equity Savings Fund - Direct Plan - Quarterly IDCW Payout,,,,Mutual Fund,,Equity
INF200KA1A97,SBI Equity Minimum Variance Fund - Direct Plan - IDCW,,,,Mutual Fund,,Equity
INF200KA1A71,SBI Equity Minimum Variance Fund - Direct Plan - Growth,,,,Mutual Fund,,Equity
